date,hospital,city,drug,stock_units,usage_today,reorder_flag,delivery_delayed,supplier,supplier_country,geo_risk,expired,temperature_risk,unit_cost_inr
2026-04-08,Apollo Chennai,Chennai,Bumetanide Injection,243,136,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-09,Apollo Chennai,Chennai,Bumetanide Injection,565,140,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-10,Apollo Chennai,Chennai,Bumetanide Injection,461,104,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-11,Apollo Chennai,Chennai,Bumetanide Injection,259,202,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-12,Apollo Chennai,Chennai,Bumetanide Injection,602,126,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-13,Apollo Chennai,Chennai,Bumetanide Injection,465,137,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-14,Apollo Chennai,Chennai,Bumetanide Injection,346,119,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-15,Apollo Chennai,Chennai,Bumetanide Injection,369,138,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-16,Apollo Chennai,Chennai,Bumetanide Injection,273,96,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-17,Apollo Chennai,Chennai,Bumetanide Injection,562,117,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-18,Apollo Chennai,Chennai,Bumetanide Injection,461,101,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-19,Apollo Chennai,Chennai,Bumetanide Injection,324,137,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-20,Apollo Chennai,Chennai,Bumetanide Injection,555,136,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-21,Apollo Chennai,Chennai,Bumetanide Injection,435,120,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-22,Apollo Chennai,Chennai,Bumetanide Injection,313,122,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-23,Apollo Chennai,Chennai,Bumetanide Injection,675,115,True,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-04-24,Apollo Chennai,Chennai,Bumetanide Injection,543,132,False,False,LifeSave Pharma,India,LOW,False,HIGH,1074
2026-03-26,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,251,17,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-27,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,229,22,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-28,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,206,23,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-29,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,181,25,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-30,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,158,23,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-31,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,138,20,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-01,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,114,24,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-02,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,96,18,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-03,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,71,25,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-04,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,47,24,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-05,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,29,18,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-06,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,12,17,True,True,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-07,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,293,22,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-08,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,233,60,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-09,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,211,22,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-10,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,191,20,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-11,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,167,24,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-12,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,148,19,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-13,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,124,24,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-14,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,64,60,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-15,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,379,21,True,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-16,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,361,18,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-17,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,335,26,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-18,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,318,17,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-19,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,296,22,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-20,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,273,23,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-21,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,231,42,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-22,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,212,19,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-23,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,194,18,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-04-24,Apollo Chennai,Chennai,Clindamycin Phosphate Injection,170,24,False,False,GlobalMeds Inc,USA,MEDIUM,False,NORMAL,3549
2026-03-26,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,458,88,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-03-27,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,371,87,False,False,BioPharm Ltd,India,LOW,False,HIGH,2926
2026-03-28,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,284,87,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-03-29,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,201,83,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-03-30,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,224,95,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-03-31,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,148,76,True,True,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-01,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,322,90,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-02,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,243,79,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-03,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,365,91,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-04,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,277,88,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-05,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,189,88,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-06,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,430,86,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-07,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,346,84,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-08,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,271,75,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-09,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,190,81,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-10,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,235,92,True,False,BioPharm Ltd,India,LOW,False,HIGH,2926
2026-04-11,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,572,93,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-12,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,465,107,False,False,BioPharm Ltd,India,LOW,False,HIGH,2926
2026-04-13,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,365,100,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-14,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,290,75,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-15,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,215,75,False,False,BioPharm Ltd,India,LOW,False,HIGH,2926
2026-04-16,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,548,83,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-17,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,456,92,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-18,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,357,99,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-19,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,266,91,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-20,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,185,81,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-21,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,96,89,True,True,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-22,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,337,80,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-23,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,235,102,False,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-04-24,Fortis Mumbai,Mumbai,Conivaptan Hydrochloride Injection,265,106,True,False,BioPharm Ltd,India,LOW,False,CRITICAL,2926
2026-03-26,Narayana Health,Bangalore,Duloxetine,668,83,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-27,Narayana Health,Bangalore,Duloxetine,558,110,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-28,Narayana Health,Bangalore,Duloxetine,464,94,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-29,Narayana Health,Bangalore,Duloxetine,364,100,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-30,Narayana Health,Bangalore,Duloxetine,274,90,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-31,Narayana Health,Bangalore,Duloxetine,379,99,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-01,Narayana Health,Bangalore,Duloxetine,273,106,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-02,Narayana Health,Bangalore,Duloxetine,299,113,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-03,Narayana Health,Bangalore,Duloxetine,196,103,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-04,Narayana Health,Bangalore,Duloxetine,504,81,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-05,Narayana Health,Bangalore,Duloxetine,416,88,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-06,Narayana Health,Bangalore,Duloxetine,306,110,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-07,Narayana Health,Bangalore,Duloxetine,210,96,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-08,Narayana Health,Bangalore,Duloxetine,374,99,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-09,Narayana Health,Bangalore,Duloxetine,295,79,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-10,Narayana Health,Bangalore,Duloxetine,194,101,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-11,Narayana Health,Bangalore,Duloxetine,391,84,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-12,Narayana Health,Bangalore,Duloxetine,302,89,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-13,Narayana Health,Bangalore,Duloxetine,194,108,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-14,Narayana Health,Bangalore,Duloxetine,206,102,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-15,Narayana Health,Bangalore,Duloxetine,362,84,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-16,Narayana Health,Bangalore,Duloxetine,275,87,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-17,Narayana Health,Bangalore,Duloxetine,336,88,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-18,Narayana Health,Bangalore,Duloxetine,258,78,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-19,Narayana Health,Bangalore,Duloxetine,648,99,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-20,Narayana Health,Bangalore,Duloxetine,557,91,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-21,Narayana Health,Bangalore,Duloxetine,477,80,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-22,Narayana Health,Bangalore,Duloxetine,378,99,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-23,Narayana Health,Bangalore,Duloxetine,267,111,False,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-04-24,Narayana Health,Bangalore,Duloxetine,311,105,True,False,PharmaCorp,India,LOW,False,NORMAL,3887
2026-03-26,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,546,84,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-27,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,470,76,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-28,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,411,59,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-29,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,330,81,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-30,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,255,75,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-31,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,186,69,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-01,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,447,63,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-02,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,385,62,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-03,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,314,71,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-04,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,235,79,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-05,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,166,69,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-06,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,89,77,True,True,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-07,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,172,84,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-08,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,441,68,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-09,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,380,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-10,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,308,72,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-11,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,231,77,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-12,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,171,60,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-13,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,431,65,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-14,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,370,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-15,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,309,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-16,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,248,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-17,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,187,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-18,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,478,73,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-19,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,416,62,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-20,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,342,74,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-21,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,281,61,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-22,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,201,80,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-23,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,297,84,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-04-24,Fortis Mumbai,Mumbai,Piperacillin and Tazobactam Injection,227,70,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4207
2026-03-26,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,166,85,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-27,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,379,93,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-28,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,303,76,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-29,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,208,95,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-30,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,296,88,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-31,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,216,80,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-01,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,574,109,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-02,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,471,103,False,False,PharmaCorp,India,LOW,False,HIGH,1196
2026-04-03,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,365,106,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-04,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,274,91,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-05,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,191,83,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-06,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,603,88,True,False,PharmaCorp,India,LOW,False,CRITICAL,1196
2026-04-07,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,507,96,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-08,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,400,107,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-09,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,317,83,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-10,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,225,92,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-11,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,389,108,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-12,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,284,105,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-13,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,621,102,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-14,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,523,98,False,False,PharmaCorp,India,LOW,False,CRITICAL,1196
2026-04-15,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,340,416,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-16,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,248,92,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-17,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,270,111,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-18,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,487,81,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-19,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,399,88,False,False,PharmaCorp,India,LOW,False,HIGH,1196
2026-04-20,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,402,348,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-21,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,291,111,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-22,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,355,111,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-23,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,252,103,False,False,PharmaCorp,India,LOW,False,LOW,1196
2026-04-24,Manipal Bangalore,Bangalore,Acetyl-D-Glucosamine,535,99,True,False,PharmaCorp,India,LOW,False,LOW,1196
2026-03-26,AIIMS Delhi,Delhi,Medline,419,43,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-27,AIIMS Delhi,Delhi,Medline,385,34,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-28,AIIMS Delhi,Delhi,Medline,353,32,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-29,AIIMS Delhi,Delhi,Medline,221,132,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-30,AIIMS Delhi,Delhi,Medline,188,33,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-31,AIIMS Delhi,Delhi,Medline,153,35,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-01,AIIMS Delhi,Delhi,Medline,118,35,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-02,AIIMS Delhi,Delhi,Medline,415,124,True,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-03,AIIMS Delhi,Delhi,Medline,384,31,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-04,AIIMS Delhi,Delhi,Medline,348,36,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-05,AIIMS Delhi,Delhi,Medline,304,44,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-06,AIIMS Delhi,Delhi,Medline,272,32,False,False,MedSupply India,India,LOW,False,CRITICAL,4233
2026-04-07,AIIMS Delhi,Delhi,Medline,232,40,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-08,AIIMS Delhi,Delhi,Medline,197,35,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-09,AIIMS Delhi,Delhi,Medline,119,78,False,False,MedSupply India,India,LOW,False,CRITICAL,4233
2026-04-10,AIIMS Delhi,Delhi,Medline,89,30,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-11,AIIMS Delhi,Delhi,Medline,166,30,True,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-12,AIIMS Delhi,Delhi,Medline,129,37,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-13,AIIMS Delhi,Delhi,Medline,97,32,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-14,AIIMS Delhi,Delhi,Medline,452,40,True,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-15,AIIMS Delhi,Delhi,Medline,317,135,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-16,AIIMS Delhi,Delhi,Medline,273,44,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-17,AIIMS Delhi,Delhi,Medline,233,40,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-18,AIIMS Delhi,Delhi,Medline,195,38,False,False,MedSupply India,India,LOW,False,CRITICAL,4233
2026-04-19,AIIMS Delhi,Delhi,Medline,161,34,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-20,AIIMS Delhi,Delhi,Medline,118,43,False,False,MedSupply India,India,LOW,False,HIGH,4233
2026-04-21,AIIMS Delhi,Delhi,Medline,76,42,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-22,AIIMS Delhi,Delhi,Medline,452,39,True,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-23,AIIMS Delhi,Delhi,Medline,412,40,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-04-24,AIIMS Delhi,Delhi,Medline,371,41,False,False,MedSupply India,India,LOW,False,MEDIUM,4233
2026-03-26,Fortis Mumbai,Mumbai,INJECTAFER,243,81,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4838
2026-03-27,Fortis Mumbai,Mumbai,INJECTAFER,181,62,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4838
2026-03-28,Fortis Mumbai,Mumbai,INJECTAFER,346,85,True,False,BioPharm Ltd,India,LOW,False,NORMAL,4838
2026-03-29,Fortis Mumbai,Mumbai,INJECTAFER,283,63,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4838
2026-03-30,Fortis Mumbai,Mumbai,INJECTAFER,201,82,False,False,BioPharm Ltd,India,LOW,False,NORMAL,4838
